Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability,cosine_fitness_score,fitness_score_cosine
2E2VydD1HO86zyFUDtNBzB,Get Stupid - Extended Mix,Get Stupid,Cloonee,2020-08-28,368125,30,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",Uprise Music,0.807,0.819,2,-10.373,1,0.067,0.00124,0.069,0.0684,0.782,128.006,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.841289834,0.82762647,0.35922412610411064,71.14871482107203
51ZORoK6CjR2QO60CBPTIX,RIGHT OR WRONG (HYPNOSIS),RIGHT OR WRONG (HYPNOSIS),"Pitbull,AYYBO,ero808",2023-01-20,161280,40,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,bass house",Helix Records,0.811,0.824,10,-3.614,0,0.178,0.0692,0.0,0.361,0.567,125.0,4,"['tech house', 'house', 'bass house']","[ 0.495184    1.11273146  0.22856916  1.9289492   1.10610433  0.03987399
 -0.74077527 -2.19237947  0.00610565  0.0215472  -0.95104901  0.3314314
 -0.21682913  0.08243947 -0.54417463 -0.34633744]",0.495184,1.11273146,0.22856916,1.9289492,1.10610433,0.03987399,-0.74077527,-2.19237947,0.00610565,0.0215472,-0.95104901,0.3314314,-0.21682913,0.08243947,-0.54417463,-0.34633744,0.730186526,0.749787,0.35892382289823943,71.1322525749304
2bZlJtIDE7XfT5JtdSQFsn,Way We Move,Way We Move,"MADDOW,Manela",2021-09-03,205714,17,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,g-house,tech house",BRING THE KINGDOM,0.843,0.486,2,-8.241,1,0.0592,0.00304,0.65,0.0693,0.677,126.027,4,"['bass house', 'g-house', 'tech house']","[ 0.34711742  0.33855414  0.33456293  1.91476758  1.1840179   0.17653075
 -0.27779277 -1.97626261 -0.15947149  0.19358468 -1.19763331 -0.0110912
 -0.46346833  0.54025978 -0.47743273  0.24562494]",0.34711742,0.33855414,0.33456293,1.91476758,1.1840179,0.17653075,-0.27779277,-1.97626261,-0.15947149,0.19358468,-1.19763331,-0.0110912,-0.46346833,0.54025978,-0.47743273,0.24562494,0.806266268,0.7805683,0.3583050824345382,71.09833399659993
2JGVEYGtla0PJeHF15Esdo,Up N' Down,Up N' Down,"Deeper Purpose,BRN,JmNPR",2023-09-29,208637,49,groovebassment,2025-02-18T00:44:47Z,"tech house,house,stutter house",Catch & Release,0.806,0.869,7,-6.583,1,0.0619,0.0257,0.487,0.112,0.838,128.005,4,"['tech house', 'house', 'stutter house']","[ 0.32835771  0.3754404   0.6858851   1.71587439  0.90480133  0.62617975
 -0.5939738  -1.92381513 -0.70833578  0.35085632 -1.06367159  0.19979777
 -0.03569126  0.06549261 -0.04608217  0.68831555]",0.32835771,0.3754404,0.6858851,1.71587439,0.90480133,0.62617975,-0.5939738,-1.92381513,-0.70833578,0.35085632,-1.06367159,0.19979777,-0.03569126,0.06549261,-0.04608217,0.68831555,0.688072663,0.6745463,0.3581200468458972,71.0881905770639
6yLlrbg2QBd363bcFeLtJd,Punxsutawney - Alan Fitzpatrick Remix,The Other Remixes,"Pan-Pot,Alan Fitzpatrick",2015-12-25,504193,0,,2019-04-18T19:19:28Z,"techno,minimal techno,tech house",Second State Audio,0.841,0.493,5,-12.87,1,0.067,0.17,0.775,0.0993,0.812,123.996,4,"['techno', 'minimal techno', 'tech house']","[ 0.35604985  0.41526126  0.5671375   1.91496289  0.89424274  0.04361357
 -0.12173513 -2.54523667  0.56076769 -0.60452982 -0.8689001  -0.12501803
 -1.1075599  -0.25045954  0.25325933  0.11849378]",0.35604985,0.41526126,0.5671375,1.91496289,0.89424274,0.04361357,-0.12173513,-2.54523667,0.56076769,-0.60452982,-0.8689001,-0.12501803,-1.1075599,-0.25045954,0.25325933,0.11849378,0.646268408,0.7302091,0.35310491596612364,70.81326737490963
74nEGIzIefJhJ5qX7NeIAz,Beggin',Beggin',"Chris Lake,Aluna",2023-04-20,183397,69,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:22Z,"tech house,house,bass house",Black Book Records/Astralwerks,0.801,0.691,8,-5.971,0,0.051,0.161,0.298,0.119,0.715,125.976,4,"['tech house', 'house', 'bass house']","[ 0.495184    1.11273146  0.22856916  1.9289492   1.10610433  0.03987399
 -0.74077527 -2.19237947  0.00610565  0.0215472  -0.95104901  0.3314314
 -0.21682913  0.08243947 -0.54417463 -0.34633744]",0.495184,1.11273146,0.22856916,1.9289492,1.10610433,0.03987399,-0.74077527,-2.19237947,0.00610565,0.0215472,-0.95104901,0.3314314,-0.21682913,0.08243947,-0.54417463,-0.34633744,0.83948409,0.82635385,0.3526222123269049,70.78680616514923
3Bp5P1UoYfprzFy7EClcoz,Daddy,Daddy / What Happens In Vegas,NITTI,2021-10-22,147692,32,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"bass house,g-house",Hush Money Records,0.839,0.866,11,-2.032,0,0.111,0.00836,0.0898,0.126,0.402,129.98,4,"['bass house', 'g-house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,0.634017371,0.63997257,0.3507436216837529,70.68382417573888
1DzRtXXDddTl5JQTHSLSn4,Demon Time,Demon Time,AYYBO,2025-01-17,201377,54,12179883790,2025-01-17T05:05:57Z,"tech house,house",GDB RECORDS,0.881,0.9,9,-6.475,1,0.0785,0.000552,0.748,0.241,0.808,127.01,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.901374321,0.8416324,0.35060963478509793,70.67647918153874
4FderzNN7EStQkltUXjBhg,Pianos of Gold,Goldtones,Jovonn,2014-12-22,384343,20,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:16Z,"chicago house,house,deep house",Clone Classic Cuts,0.824,0.802,11,-7.657,1,0.15,0.0245,0.871,0.0687,0.547,122.887,4,"['chicago house', 'house', 'deep house']","[ 0.06849108  0.71164002  0.32043377  1.72076436  1.01749742 -0.17467256
 -0.45307036 -2.46698872  0.44915102 -0.99314523 -1.13241975  0.43560638
 -0.50310669 -0.39850352  0.02363856 -0.77146334]",0.06849108,0.71164002,0.32043377,1.72076436,1.01749742,-0.17467256,-0.45307036,-2.46698872,0.44915102,-0.99314523,-1.13241975,0.43560638,-0.50310669,-0.39850352,0.02363856,-0.77146334,0.657520747,0.6405041,0.34731405252826886,70.49581948416885
3BFrpPrHG0jNvD7x5JjaJh,Pick Me Up,Pick Me Up,Kyle Watson,2022-04-08,221000,20,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house,house,g-house",Solotoko,0.806,0.659,7,-8.509,1,0.0693,0.0217,0.2,0.0874,0.593,124.017,4,"['tech house', 'bass house', 'house', 'g-house']","[ 0.23030683  0.58834329  0.22959703  1.84253445  1.19983241  0.07057988
 -0.43542978 -2.00256059 -0.16732632 -0.01179153 -1.21969467  0.2867045
 -0.20867235  0.3540949  -0.46908318 -0.18161225]",0.23030683,0.58834329,0.22959703,1.84253445,1.19983241,0.07057988,-0.43542978,-2.00256059,-0.16732632,-0.01179153,-1.21969467,0.2867045,-0.20867235,0.3540949,-0.46908318,-0.18161225,0.834421759,0.8077292,0.3460187619002981,70.42481327202825
0e457tGsO8QyJavqcr2IbO,Palm Beach Banger,Palm Beach Banger,FISHER,2022-02-11,233836,47,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,techno",Catch & Release,0.767,0.8,0,-6.37,1,0.116,0.00899,0.0018,0.164,0.646,126.003,4,"['tech house', 'house', 'techno']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,0.811322208,0.7852804,0.3456321161501901,70.40361783560449
03s4hHoGCajVkQnl1E9Gwv,Don't Talk,Illegal Mixtape Vol. 3,"Malaa,Illegal Music",2020-10-16,243809,3,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"g-house,bass house,future house,tech house",Confession,0.85,0.69,2,-5.442,1,0.0943,0.00331,0.687,0.0515,0.336,125.988,4,"['g-house', 'bass house', 'future house', 'tech house']","[ 0.28790821  0.15552521  0.22718171  1.94121373  1.2456111  -0.00324072
 -0.20416073 -1.80321103 -0.36413307  0.55904263 -0.88238411  0.4408045
 -0.54067494  0.17875604 -0.27910509  0.11565559]",0.28790821,0.15552521,0.22718171,1.94121373,1.2456111,-0.00324072,-0.20416073,-1.80321103,-0.36413307,0.55904263,-0.88238411,0.4408045,-0.54067494,0.17875604,-0.27910509,0.11565559,0.771401007,0.7721586,0.3412816889658944,70.16513285865817
2ijXRwJ28FfqOHqM1un4cq,Get Hype,Get Hype,"Rob Vice,MNRVA",2024-03-29,155437,31,groovebassment,2024-04-27T16:31:15Z,"latin house,tech house",Groove Bassment,0.764,0.932,11,-5.605,0,0.271,0.0115,0.0911,0.345,0.647,126.975,4,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.632927192,0.6975872,0.3381477664694858,69.9933351471586
20blT6R5DJhfrk9c16lQ4E,Studio 54,Studio 54,"Young Franco,Leyla Blue,Jafunk",2023-05-18,166289,36,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:33:06Z,"funky house,nu disco",Universal Music Australia Pty. Ltd.,0.798,0.715,5,-8.055,1,0.129,0.288,0.0636,0.1,0.803,119.044,4,"['funky house', 'nu disco']","[ 0.9140183   0.99750699  0.19770817  1.98229814  1.1696496   0.37383632
 -0.33339461 -2.32932466  0.06747288 -0.10654759 -1.06235856 -0.18720318
 -0.53119946  0.17125136 -0.23386875 -0.17394987]",0.9140183,0.99750699,0.19770817,1.98229814,1.1696496,0.37383632,-0.33339461,-2.32932466,0.06747288,-0.10654759,-1.06235856,-0.18720318,-0.53119946,0.17125136,-0.23386875,-0.17394987,0.826672227,0.7796646,0.33773437247162746,69.97067340524855
2WfV4r0utGm1iQyhBWNknN,Git The Light,Git The Light,Marian (BR),2024-02-09,222173,26,12179883790,2025-01-28T20:23:31Z,"tech house,latin house",BANDIDOS,0.826,0.863,6,-7.467,1,0.0498,0.0601,0.727,0.0724,0.556,130.006,4,"['tech house', 'latin house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.750450248,0.76574165,0.33402021837418555,69.767068123105
6pSnNewfJyl5rMbsb83d6e,Believe In Me,Believe In Me,"Marten Hørger,Donkong",2021-06-18,191666,26,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"bass house,g-house,tech house,future house",A Good One,0.824,0.861,7,-6.237,0,0.0845,0.0154,0.366,0.147,0.404,125.998,4,"['bass house', 'g-house', 'tech house', 'future house']","[ 0.28790821  0.15552521  0.22718171  1.94121373  1.2456111  -0.00324072
 -0.20416073 -1.80321103 -0.36413307  0.55904263 -0.88238411  0.4408045
 -0.54067494  0.17875604 -0.27910509  0.11565559]",0.28790821,0.15552521,0.22718171,1.94121373,1.2456111,-0.00324072,-0.20416073,-1.80321103,-0.36413307,0.55904263,-0.88238411,0.4408045,-0.54067494,0.17875604,-0.27910509,0.11565559,0.820027021,0.79393375,0.3324507389333566,69.68103122318516
5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,Give It To Me (Full Vocal Mix),Matt Sassari,2021-10-22,102860,79,,2024-12-13T05:00:15Z,tech house,Cr2 Records,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.742829229,0.76690495,0.3289458438070999,69.48889725611134
5yNHdMA27nhu4vU2mRtXF0,Come and Go (Dombresky Remix),Come and Go (Dombresky Remix),"TOKiMONSTA,VanJess,Dombresky",2020-07-15,174523,0,frosty480,2020-08-11T17:59:33Z,"alternative r&b,bass house,piano house,tech house,house,g-house,latin house",TOKiMONSTA Music,0.878,0.918,0,-5.222,1,0.0662,0.0286,0.00267,0.336,0.83,126.03,4,"['alternative r&b', 'bass house', 'piano house', 'tech house', 'house', 'g-house', 'latin house']","[ 0.32064729  0.26255909 -0.01392366  1.75246265  0.81102856  0.05922418
 -0.71505185 -1.91257535  0.11048637  0.08654923 -1.05132312  0.44365898
 -0.25180291  0.06640749 -0.28517474 -0.31356515]",0.32064729,0.26255909,-0.01392366,1.75246265,0.81102856,0.05922418,-0.71505185,-1.91257535,0.11048637,0.08654923,-1.05132312,0.44365898,-0.25180291,0.06640749,-0.28517474,-0.31356515,0.667691817,0.6523813,0.32880641931439636,69.48125417980651
1E36wOHUwFMzXGg1okS409,Chaka Raka,Pista,Kink,2020-08-28,408383,2,rüfüs,2020-10-17T23:07:40Z,acid house,Sofia,0.814,0.71,7,-8.615,1,0.0643,0.00725,0.716,0.0599,0.797,126.98,4,['acid house'],"[ 0.40134326  1.53434908 -0.12566356  1.75129843  1.39590406  0.09812188
 -0.76271701 -1.94901764 -0.35000807 -0.29276773 -1.26052856  0.55125129
  0.30092055  0.12079674 -0.65323794 -1.20235217]",0.40134326,1.53434908,-0.12566356,1.75129843,1.39590406,0.09812188,-0.76271701,-1.94901764,-0.35000807,-0.29276773,-1.26052856,0.55125129,0.30092055,0.12079674,-0.65323794,-1.20235217,0.631616375,0.6465829,0.32563929526107427,69.3076364004838
5u4hhtZ7f4rWkMZEZcTKrH,Relax My Eyes,Relax My Eyes,"ANOTR,Abel Balder",2022-11-04,192150,74,,2024-12-13T05:00:15Z,"house,tech house",NO ART,0.747,0.616,3,-9.76,0,0.0324,0.176,0.116,0.143,0.908,131.975,4,"['house', 'tech house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.771628694,0.7617731,0.32466763358095896,69.25437112248571
5qKuF0NtvWVn5UarAgyli3,Needle On The Record,Needle On The Record,Riordan,2023-11-10,186625,48,groovebassment,2023-12-12T13:42:33Z,"tech house,latin house,uk garage,house",Realm Records,0.792,0.919,6,-9.028,0,0.0819,0.137,0.151,0.274,0.711,128.968,4,"['tech house', 'latin house', 'uk garage', 'house']","[ 0.63935281  0.26899926  0.35647844  1.92507985  1.00951272  0.05247495
 -0.58495472 -1.90626949 -0.12229873  0.5799709  -0.68633891  0.37595807
 -0.38898649  0.16147578 -0.08510905  0.00247102]",0.63935281,0.26899926,0.35647844,1.92507985,1.00951272,0.05247495,-0.58495472,-1.90626949,-0.12229873,0.5799709,-0.68633891,0.37595807,-0.38898649,0.16147578,-0.08510905,0.00247102,0.764630837,0.77416164,0.32454657200789233,69.24773467846795
3shstEV0fzPeSvby1ENMUs,Whispers,Whispers EP,GREG (BR),2025-01-24,155076,44,,2025-01-24T05:00:51Z,"tech house,latin house",Hellbent Records,0.801,0.733,9,-6.107,0,0.0429,0.000646,0.397,0.0706,0.745,130.021,4,"['tech house', 'latin house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.742158427,0.76807797,0.32350263839629273,69.19050754358003
7HkSXmHPXtNtaaosJ4ejVS,Currency (Count On Me) (ft Cimafunk and PAMÉ),On A Trip,"ANOTR,Cimafunk,PAMÉ",2025-01-31,197799,65,,2025-03-07T05:00:26Z,"house,tech house",No Art,0.798,0.921,9,-5.246,1,0.0615,0.27,0.011,0.0449,0.892,127.979,4,"['house', 'tech house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.805755254,0.7882889,0.32300546805289976,69.16325328719101
2VMH2r2jqBpxk5kWjM8HCo,Me Me Me,Me Me Me EP,"Catz 'n Dogz,Nala",2023-09-01,338446,45,,2025-03-07T05:00:26Z,"tech house,house,indie dance",Diynamic Music,0.847,0.869,0,-7.03,1,0.053,0.0117,0.49,0.0436,0.773,124.994,4,"['tech house', 'house', 'indie dance']","[ 0.32536166  0.49268031  0.28294121  1.69678265  0.92324506  0.18121078
 -0.59737857 -1.96340543  0.03106909  0.18183605 -0.97160345  0.39505977
 -0.25218847 -0.22019604 -0.18713828  0.07243389]",0.32536166,0.49268031,0.28294121,1.69678265,0.92324506,0.18121078,-0.59737857,-1.96340543,0.03106909,0.18183605,-0.97160345,0.39505977,-0.25218847,-0.22019604,-0.18713828,0.07243389,0.870513281,0.74344236,0.32142535616851825,69.07663353001416
5BoA4ehsprvSzDBuFOPgdA,Fine Night,Fine Night,Cloonee,2023-07-14,161723,59,groovebassment,2023-09-03T12:50:27Z,"tech house,house,latin house,techno",Hellbent Records,0.808,0.515,1,-10.908,1,0.0357,0.173,0.000981,0.079,0.316,127.968,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.662897084,0.6993291,0.3214250010415074,69.0766140623956
7HMJ8tbh5le5mT498X8I3Y,La Noche,Dior,Andrea Giudice,2023-10-13,356096,0,bfotri6xxqsu065vsarlivepn,2024-03-04T06:12:55Z,tech house,SB Recordings,0.797,0.75,10,-9.287,0,0.0743,0.000438,0.744,0.0932,0.817,130.01,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.756743396,0.77847594,0.32122984492382567,69.06591584811581
16wfxs8BCDevbw3tm82juN,Space Funk '75,Space Funk '75 (VIP),The Sponges,2024-08-02,234000,6,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,funky house",Box of Cats,0.789,0.781,11,-6.728,1,0.101,0.00473,0.178,0.105,0.542,124.048,4,"['bass house', 'funky house']","[ 0.85512993  0.95360763  0.35979382  1.9337526   1.09552521  0.18345945
 -0.6241446  -2.41090739  0.35698129 -0.10462476 -0.92268002 -0.17669468
 -0.65508891  0.17840448 -0.53271065 -0.10046229]",0.85512993,0.95360763,0.35979382,1.9337526,1.09552521,0.18345945,-0.6241446,-2.41090739,0.35698129,-0.10462476,-0.92268002,-0.17669468,-0.65508891,0.17840448,-0.53271065,-0.10046229,0.92047034,0.84249467,0.3209905883597653,69.05280010252417
1JfryJlUV7RuCdTOSSVbwN,LO*E DR*G,LO*E DR*G,PAX,2021-03-19,181417,26,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",Off The Key,0.864,0.974,9,-6.923,1,0.0702,0.0272,0.0476,0.064,0.326,126.992,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.848528694,0.8018882,0.3206722474240427,69.03534905059277
2uNvsQrKdB6qcmO9zBMflb,Work,Work,"Kevin McKay,Denise Belfon,Pupa Nas T",2022-12-02,217500,46,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:29:10Z,"tech house,disco house,funky house,soca,latin house",Glasgow Underground,0.854,0.945,6,-5.532,0,0.108,0.00156,0.0175,0.273,0.394,127.97,4,"['tech house', 'disco house', 'funky house', 'soca', 'latin house']","[ 0.65642272  0.18947908  0.60674358  1.90404447  0.45947561  0.31834321
 -0.664012   -2.10889821  0.21018178  0.26199043 -0.97886136 -0.07105229
 -0.48272805  0.02773868  0.0943891  -0.12268035]",0.65642272,0.18947908,0.60674358,1.90404447,0.45947561,0.31834321,-0.664012,-2.10889821,0.21018178,0.26199043,-0.97886136,-0.07105229,-0.48272805,0.02773868,0.0943891,-0.12268035,0.699729239,0.639199,0.32020133865462186,69.00953442084227
3GiORO0zRwRT3g9CCklzkQ,It's That Time - FISHER Remix,It's That Time (FISHER Remix),"Marlon Hoffstadt,FISHER",2024-06-21,171717,72,,2024-12-13T05:00:15Z,"hard house,eurodance,techno,tech house,house","Method 808, distributed by gamma.",0.865,0.978,0,-4.29,1,0.0471,0.00136,0.381,0.0766,0.936,130.008,4,"['hard house', 'eurodance', 'techno', 'tech house', 'house']","[ 0.50099831  0.68149491  0.03494427  1.81503916  1.14801656  0.12060952
 -0.27334863 -2.04433677  0.15775678 -0.54262518 -1.24936128  0.16494589
 -0.39331843 -0.09117103  0.06378424 -0.38247826]",0.50099831,0.68149491,0.03494427,1.81503916,1.14801656,0.12060952,-0.27334863,-2.04433677,0.15775678,-0.54262518,-1.24936128,0.16494589,-0.39331843,-0.09117103,0.06378424,-0.38247826,0.771977747,0.73265827,0.31990352859005994,68.99320884558891
041RKnQpbVpDuSRtg231un,005A1,5,Apparel Wax,2018-10-08,347186,26,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:16Z,"lo-fi house,nu disco,disco house,funky house",Apparel Music,0.804,0.846,6,-7.994,1,0.0565,0.096,0.246,0.0623,0.887,124.003,4,"['lo-fi house', 'nu disco', 'disco house', 'funky house']","[ 0.1544524   0.40783697  0.31779427  1.80149251  1.23076622  0.05622257
 -0.18576218 -2.21833783  0.14133765 -0.40725258 -1.12510848  0.15187149
 -0.5022125   0.12941936 -0.0094091  -0.35771661]",0.1544524,0.40783697,0.31779427,1.80149251,1.23076622,0.05622257,-0.18576218,-2.21833783,0.14133765,-0.40725258,-1.12510848,0.15187149,-0.5022125,0.12941936,-0.0094091,-0.35771661,0.802063001,0.74238473,0.31951555860594416,68.97194081631314
2a7S20OOYMYdwka6SxCynO,Bread (Odd Mob Remix),Bread: The Remixes,"Sofi Tukker,Odd Mob",2024-11-22,188307,51,,2024-11-25T05:26:03Z,"tech house,bass house",SOFI TUKKER LLC,0.805,0.962,4,-4.74,1,0.0601,0.0494,0.162,0.0978,0.889,130.005,4,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,0.892538376,0.84490496,0.31856154163522915,68.91964279921527
52iVLvJ0SKE2owDhoVPGaY,If I Could Only Be Sure - Danny Krivit Edit,If I Could Only Be Sure Remix EP,"Riva Starr,Gavin Holligan,Danny Krivit",2021-02-25,444903,26,frosty480,2021-03-14T17:34:05Z,"tech house,house,disco house,funky house,nu disco",Snatch! Records,0.853,0.693,5,-6.112,0,0.0428,0.0265,0.53,0.0612,0.796,123.02,4,"['tech house', 'house', 'disco house', 'funky house', 'nu disco']","[ 0.44680645  0.84338577  0.29226463  1.95177369  1.02016951  0.06399201
 -0.43171531 -2.3105747   0.14670143 -0.26491523 -0.95899887  0.23595685
 -0.45555272 -0.10523831 -0.09405666 -0.28531166]",0.44680645,0.84338577,0.29226463,1.95177369,1.02016951,0.06399201,-0.43171531,-2.3105747,0.14670143,-0.26491523,-0.95899887,0.23595685,-0.45555272,-0.10523831,-0.09405666,-0.28531166,0.884850461,0.84070474,0.31843372816295984,68.91263622452817
